Food_Items,year,Range
l_cabbage,2024,130.27
l_cabbage,2025,116.44999999999999
l_carrots,2007,52.81
l_carrots,2008,67.59
l_carrots,2009,90.45
l_carrots,2010,68.53
l_carrots,2011,87.53999999999999
l_carrots,2012,80.55
l_carrots,2013,100.80000000000001
l_carrots,2014,118.74000000000001
l_carrots,2015,99.19
l_carrots,2016,88.97
l_carrots,2017,124.27000000000001
l_carrots,2018,108.10000000000001
l_carrots,2019,106.69
l_carrots,2020,119.94
l_carrots,2021,130.13
l_carrots,2022,130.51
l_carrots,2023,164.39
l_carrots,2024,157.19
l_carrots,2025,148.20999999999998
l_eggs,2007,0.7999999999999998
l_eggs,2008,0.9000000000000004
l_eggs,2009,1.42
l_eggs,2010,1.2800000000000002
l_eggs,2011,1.42
l_eggs,2012,1.3899999999999997
l_eggs,2013,1.4900000000000002
l_eggs,2014,5.550000000000001
l_eggs,2015,5.15
l_eggs,2016,4.58
l_eggs,2017,3.5999999999999996
l_eggs,2018,1.83
l_eggs,2019,1.67
l_eggs,2020,3.959999999999999
l_eggs,2021,3.8900000000000006
l_eggs,2022,4.24
l_eggs,2023,4.609999999999999
l_eggs,2024,4.949999999999999
l_eggs,2025,5.03
l_meat_beef_chops,2007,80.33999999999999
l_meat_beef_chops,2008,88.41999999999999
l_meat_beef_chops,2009,79.46
l_meat_beef_chops,2010,90.52000000000001
l_meat_beef_chops,2011,83.91
l_meat_beef_chops,2012,97.18
l_meat_beef_chops,2013,105.68
l_meat_beef_chops,2014,102.25
l_meat_beef_chops,2015,96.16
l_meat_beef_chops,2016,91.9
l_meat_beef_chops,2017,121.07
l_meat_beef_chops,2018,144.11
l_meat_beef_chops,2019,133.6
l_meat_beef_chops,2020,188.5
l_meat_beef_chops,2021,209.9
l_meat_beef_chops,2022,212.10000000000002
l_meat_beef_chops,2023,151.72000000000003
l_meat_beef_chops,2024,142.45
l_meat_beef_chops,2025,153.18
l_meat_chicken_whole,2007,35.38000000000001
l_meat_chicken_whole,2008,41.55
l_meat_chicken_whole,2009,67.0
l_meat_chicken_whole,2010,53.40999999999998
l_meat_chicken_whole,2011,49.170000000000016
l_meat_chicken_whole,2012,42.56000000000002
l_meat_chicken_whole,2013,46.05
l_meat_chicken_whole,2014,40.230000000000004
l_meat_chicken_whole,2015,53.81999999999999
l_meat_chicken_whole,2016,44.69000000000001
l_meat_chicken_whole,2017,65.11999999999999
l_meat_chicken_whole,2018,74.66000000000001
l_meat_chicken_whole,2019,58.510000000000005
l_meat_chicken_whole,2020,66.2
l_meat_chicken_whole,2021,81.66
l_meat_chicken_whole,2022,91.43
l_meat_chicken_whole,2023,90.42000000000002
l_meat_chicken_whole,2024,86.41
l_meat_chicken_whole,2025,67.38
l_meat_pork,2007,41.99000000000001
l_meat_pork,2008,64.49000000000001
l_meat_pork,2009,67.96
l_meat_pork,2010,54.27000000000001
l_meat_pork,2011,48.56
l_meat_pork,2012,58.16
l_meat_pork,2013,64.92000000000002
l_meat_pork,2014,74.84
l_meat_pork,2015,50.69999999999999
l_meat_pork,2016,49.72999999999999
l_meat_pork,2017,65.45000000000002
l_meat_pork,2018,85.10999999999999
l_meat_pork,2019,72.93
l_meat_pork,2020,170.63000000000002
l_meat_pork,2021,203.96999999999997
l_meat_pork,2022,169.97000000000003
l_meat_pork,2023,182.06000000000003
l_meat_pork,2024,199.90999999999997
l_meat_pork,2025,189.32999999999998
l_onions,2007,119.11000000000001
l_onions,2008,125.94
l_onions,2009,54.019999999999996
l_onions,2010,70.26
l_onions,2011,46.46000000000001
l_onions,2012,56.52
l_onions,2013,61.599999999999994
l_onions,2014,48.36
l_onions,2015,91.21
l_onions,2016,67.94
l_onions,2017,63.39999999999999
l_onions,2018,91.31
l_onions,2019,72.28999999999999
l_onions,2020,162.04999999999998
l_onions,2021,139.48
l_onions,2022,245.4
l_onions,2023,346.52
l_onions,2024,181.07
l_onions,2025,154.09000000000003
l_potatoes,2007,38.690000000000005
l_potatoes,2008,55.66
l_potatoes,2009,56.17999999999999
l_potatoes,2010,49.849999999999994
l_potatoes,2011,53.589999999999996
l_potatoes,2012,53.739999999999995
l_potatoes,2013,51.730000000000004
l_potatoes,2014,39.03
l_potatoes,2015,57.74000000000001
l_potatoes,2016,75.17999999999999
l_potatoes,2017,71.71000000000001
l_potatoes,2018,68.69999999999999
l_potatoes,2019,79.45
l_potatoes,2020,90.39999999999999
l_potatoes,2021,81.25999999999999
l_potatoes,2022,114.25
l_potatoes,2023,146.71
l_potatoes,2024,145.44
l_potatoes,2025,114.03
l_rice,2007,9.370000000000001
l_rice,2008,16.58
l_rice,2009,10.609999999999996
l_rice,2010,10.459999999999997
l_rice,2011,7.889999999999997
l_rice,2012,9.130000000000003
l_rice,2013,12.34
l_rice,2014,11.04
l_rice,2015,13.860000000000003
l_rice,2016,13.139999999999997
l_rice,2017,14.370000000000001
l_rice,2018,15.399999999999999
l_rice,2019,15.07
l_rice,2020,17.12
l_rice,2021,15.239999999999998
l_rice,2022,14.839999999999996
l_rice,2023,22.64
l_rice,2024,21.04
l_rice,2025,19.71
l_tomatoes,2007,49.18
l_tomatoes,2008,58.1
l_tomatoes,2009,52.34
l_tomatoes,2010,81.68
l_tomatoes,2011,45.690000000000005
l_tomatoes,2012,54.36
l_tomatoes,2013,67.88999999999999
l_tomatoes,2014,40.739999999999995
l_tomatoes,2015,53.550000000000004
l_tomatoes,2016,63.21
l_tomatoes,2017,62.190000000000005
l_tomatoes,2018,69.96
l_tomatoes,2019,64.87
l_tomatoes,2020,103.6
l_tomatoes,2021,104.80999999999999
l_tomatoes,2022,121.64000000000001
l_tomatoes,2023,150.32999999999998
l_tomatoes,2024,164.54000000000002
l_tomatoes,2025,142.04
meat_beef_chops,2007,
meat_beef_chops,2008,19.680000000000007
meat_beef_chops,2009,189.23000000000002
meat_beef_chops,2010,6.639999999999986
meat_beef_chops,2011,93.73000000000002
meat_beef_chops,2012,97.0
meat_beef_chops,2013,100.61000000000001
meat_beef_chops,2014,96.80000000000001
meat_beef_chops,2015,98.66999999999999
meat_beef_chops,2016,91.66999999999999
meat_beef_chops,2017,122.05000000000001
meat_beef_chops,2018,130.0
meat_beef_chops,2019,130.85000000000002
meat_beef_chops,2020,260.0
meat_beef_chops,2021,246.58999999999997
meat_beef_chops,2022,217.5
meat_beef_chops,2023,180.0
meat_beef_chops,2024,153.12
meat_beef_chops,2025,160.0
meat_chicken_whole,2007,
meat_chicken_whole,2008,7.640000000000001
meat_chicken_whole,2009,68.4
meat_chicken_whole,2010,77.8
meat_chicken_whole,2011,52.45
meat_chicken_whole,2012,42.94
meat_chicken_whole,2013,40.959999999999994
meat_chicken_whole,2014,63.80999999999999
meat_chicken_whole,2015,62.44999999999999
meat_chicken_whole,2016,44.67
meat_chicken_whole,2017,80.73
meat_chicken_whole,2018,61.900000000000006
meat_chicken_whole,2019,60.629999999999995
meat_chicken_whole,2020,95.6
meat_chicken_whole,2021,86.37
meat_chicken_whole,2022,97.5
meat_chicken_whole,2023,93.75
meat_chicken_whole,2024,87.57
meat_chicken_whole,2025,83.0
meat_pork,2007,40.28
meat_pork,2008,60.43000000000001
meat_pork,2009,62.08
meat_pork,2010,41.43000000000001
meat_pork,2011,50.75999999999999
meat_pork,2012,56.46000000000001
meat_pork,2013,64.75
meat_pork,2014,72.75
meat_pork,2015,49.44999999999999
meat_pork,2016,48.0
meat_pork,2017,68.0
meat_pork,2018,76.0
meat_pork,2019,69.58000000000001
meat_pork,2020,196.69
meat_pork,2021,235.39
meat_pork,2022,215.75
meat_pork,2023,273.75
meat_pork,2024,250.83
meat_pork,2025,206.25
o_beans,2007,35.45
o_beans,2008,35.14
o_beans,2009,35.55
o_beans,2010,36.47
o_beans,2011,35.86
o_beans,2012,47.800000000000004
o_beans,2013,48.81999999999999
o_beans,2014,46.96
o_beans,2015,45.25
o_beans,2016,40.89999999999999
o_beans,2017,48.94
o_beans,2018,50.739999999999995
o_beans,2019,42.67
o_beans,2020,136.43
o_beans,2021,81.70000000000002
o_beans,2022,72.80999999999999
o_beans,2023,58.920000000000016
o_beans,2024,54.390000000000015
o_beans,2025,51.66999999999999
o_cabbage,2007,39.75
o_cabbage,2008,52.730000000000004
o_cabbage,2009,97.71
o_cabbage,2010,68.17999999999999
o_cabbage,2011,91.80000000000001
o_cabbage,2012,89.69999999999999
o_cabbage,2013,53.93000000000001
o_cabbage,2014,77.35000000000001
o_cabbage,2015,97.92
o_cabbage,2016,85.78
o_cabbage,2017,103.97
o_cabbage,2018,163.8
o_cabbage,2019,97.88
o_cabbage,2020,129.29000000000002
o_cabbage,2021,186.16
o_cabbage,2022,149.8
o_cabbage,2023,145.44
o_cabbage,2024,144.28
o_cabbage,2025,129.04999999999998
o_carrots,2007,56.11
o_carrots,2008,69.5
o_carrots,2009,105.86999999999999
o_carrots,2010,77.00999999999999
o_carrots,2011,94.72
o_carrots,2012,88.63000000000001
o_carrots,2013,107.88
o_carrots,2014,125.66999999999999
o_carrots,2015,105.91
o_carrots,2016,95.35
o_carrots,2017,146.12
o_carrots,2018,149.4
o_carrots,2019,111.37
o_carrots,2020,121.62
o_carrots,2021,142.48999999999998
o_carrots,2022,137.83999999999997
o_carrots,2023,195.93
o_carrots,2024,167.39999999999998
o_carrots,2025,168.23999999999998
o_eggs,2007,0.7900000000000005
o_eggs,2008,0.94
o_eggs,2009,1.5
o_eggs,2010,1.3900000000000006
o_eggs,2011,1.4699999999999998
o_eggs,2012,1.3899999999999997
o_eggs,2013,1.5499999999999998
o_eggs,2014,5.74
o_eggs,2015,5.24
o_eggs,2016,4.8
o_eggs,2017,4.330000000000001
o_eggs,2018,1.92
o_eggs,2019,1.6399999999999997
o_eggs,2020,4.069999999999999
o_eggs,2021,4.04
o_eggs,2022,4.2
o_eggs,2023,4.57
o_eggs,2024,5.200000000000001
o_eggs,2025,5.109999999999999
o_meat_beef_chops,2007,80.27999999999999
o_meat_beef_chops,2008,89.47
o_meat_beef_chops,2009,86.6
o_meat_beef_chops,2010,93.23999999999998
o_meat_beef_chops,2011,92.38000000000002
o_meat_beef_chops,2012,98.38
o_meat_beef_chops,2013,103.53
o_meat_beef_chops,2014,105.14999999999998
o_meat_beef_chops,2015,97.35999999999999
o_meat_beef_chops,2016,92.80000000000001
o_meat_beef_chops,2017,130.69
o_meat_beef_chops,2018,143.04
o_meat_beef_chops,2019,133.45
o_meat_beef_chops,2020,191.13000000000002
o_meat_beef_chops,2021,212.46
o_meat_beef_chops,2022,215.37
o_meat_beef_chops,2023,163.17000000000002
o_meat_beef_chops,2024,145.47000000000003
o_meat_beef_chops,2025,151.13000000000005
o_meat_chicken_whole,2007,35.69999999999999
o_meat_chicken_whole,2008,41.64
o_meat_chicken_whole,2009,68.57
o_meat_chicken_whole,2010,69.12
o_meat_chicken_whole,2011,51.16
o_meat_chicken_whole,2012,43.10000000000001
o_meat_chicken_whole,2013,44.129999999999995
o_meat_chicken_whole,2014,39.65999999999998
o_meat_chicken_whole,2015,53.56
o_meat_chicken_whole,2016,45.33000000000001
o_meat_chicken_whole,2017,64.27000000000001
o_meat_chicken_whole,2018,73.29
o_meat_chicken_whole,2019,59.910000000000025
o_meat_chicken_whole,2020,65.87
o_meat_chicken_whole,2021,84.18
o_meat_chicken_whole,2022,90.85000000000002
o_meat_chicken_whole,2023,88.98999999999998
o_meat_chicken_whole,2024,83.76000000000002
o_meat_chicken_whole,2025,68.34
o_meat_pork,2007,43.749999999999986
o_meat_pork,2008,66.97000000000001
o_meat_pork,2009,68.84
o_meat_pork,2010,54.69999999999999
o_meat_pork,2011,51.400000000000006
o_meat_pork,2012,58.69
o_meat_pork,2013,65.26000000000002
o_meat_pork,2014,79.28999999999999
o_meat_pork,2015,53.72
o_meat_pork,2016,48.81
o_meat_pork,2017,72.44999999999999
o_meat_pork,2018,88.47
o_meat_pork,2019,73.11000000000001
o_meat_pork,2020,174.66
o_meat_pork,2021,220.18
o_meat_pork,2022,184.48999999999998
o_meat_pork,2023,201.16
o_meat_pork,2024,207.47000000000003
o_meat_pork,2025,197.57
o_onions,2007,122.13000000000001
o_onions,2008,143.20999999999998
o_onions,2009,55.849999999999994
o_onions,2010,75.49000000000001
o_onions,2011,46.74
o_onions,2012,58.8
o_onions,2013,62.96999999999999
o_onions,2014,54.709999999999994
o_onions,2015,98.06
o_onions,2016,91.13
o_onions,2017,70.46000000000001
o_onions,2018,108.34
o_onions,2019,73.5
o_onions,2020,199.33
o_onions,2021,180.32
o_onions,2022,270.35
o_onions,2023,456.62
o_onions,2024,209.36
o_onions,2025,163.88
o_potatoes,2007,39.31999999999999
o_potatoes,2008,57.07000000000001
o_potatoes,2009,58.099999999999994
o_potatoes,2010,73.56
o_potatoes,2011,50.93
o_potatoes,2012,56.75999999999999
o_potatoes,2013,55.56
o_potatoes,2014,43.98
o_potatoes,2015,59.02
o_potatoes,2016,80.16
o_potatoes,2017,70.94
o_potatoes,2018,76.58000000000001
o_potatoes,2019,82.39
o_potatoes,2020,99.81
o_potatoes,2021,92.81000000000002
o_potatoes,2022,120.14000000000001
o_potatoes,2023,155.09000000000003
o_potatoes,2024,150.63
o_potatoes,2025,136.16
o_rice,2007,9.39
o_rice,2008,18.94
o_rice,2009,11.93
o_rice,2010,10.04
o_rice,2011,7.640000000000001
o_rice,2012,8.989999999999998
o_rice,2013,11.600000000000001
o_rice,2014,12.3
o_rice,2015,14.010000000000002
o_rice,2016,15.189999999999998
o_rice,2017,13.080000000000002
o_rice,2018,18.89
o_rice,2019,16.089999999999996
o_rice,2020,16.19
o_rice,2021,15.059999999999999
o_rice,2022,14.650000000000006
o_rice,2023,23.18
o_rice,2024,20.78
o_rice,2025,21.419999999999995
o_tomatoes,2007,48.959999999999994
o_tomatoes,2008,63.42999999999999
o_tomatoes,2009,64.55
o_tomatoes,2010,127.89999999999999
o_tomatoes,2011,68.9
o_tomatoes,2012,63.17
o_tomatoes,2013,71.39
o_tomatoes,2014,41.129999999999995
o_tomatoes,2015,64.35
o_tomatoes,2016,79.12
o_tomatoes,2017,73.11
o_tomatoes,2018,93.69
o_tomatoes,2019,77.64
o_tomatoes,2020,139.29
o_tomatoes,2021,125.25999999999999
o_tomatoes,2022,124.44999999999999
o_tomatoes,2023,168.20000000000002
o_tomatoes,2024,178.42000000000002
o_tomatoes,2025,209.91
onions,2007,
onions,2008,153.45999999999998
onions,2009,57.330000000000005
onions,2010,108.0
onions,2011,
onions,2012,53.0
onions,2013,60.79999999999999
onions,2014,48.25000000000001
onions,2015,106.32999999999998
onions,2016,87.25999999999999
onions,2017,99.5
onions,2018,81.04999999999998
onions,2019,73.0
onions,2020,182.54000000000002
onions,2021,161.94
onions,2022,320.75
onions,2023,526.25
onions,2024,181.87
onions,2025,156.25
potatoes,2007,
potatoes,2008,57.230000000000004
potatoes,2009,98.02
potatoes,2010,55.230000000000004
potatoes,2011,
potatoes,2012,59.66
potatoes,2013,49.81
potatoes,2014,46.31
potatoes,2015,82.92
potatoes,2016,74.54
potatoes,2017,67.38
potatoes,2018,75.58
potatoes,2019,55.85
potatoes,2020,103.49000000000001
potatoes,2021,91.03999999999999
potatoes,2022,115.38
potatoes,2023,162.5
potatoes,2024,151.0
potatoes,2025,148.75
rice,2007,7.57
rice,2008,20.0
rice,2009,8.600000000000001
rice,2010,10.330000000000002
rice,2011,8.130000000000003
rice,2012,10.5
rice,2013,11.0
rice,2014,11.479999999999997
rice,2015,14.850000000000001
rice,2016,14.580000000000002
rice,2017,21.529999999999998
rice,2018,18.46
rice,2019,15.690000000000001
rice,2020,16.98
rice,2021,14.82
rice,2022,16.910000000000004
rice,2023,24.72
rice,2024,19.79
rice,2025,21.68
tomatoes,2007,
tomatoes,2008,67.36
tomatoes,2009,65.28999999999999
tomatoes,2010,137.35999999999999
tomatoes,2011,
tomatoes,2012,61.07
tomatoes,2013,68.8
tomatoes,2014,42.27000000000001
tomatoes,2015,112.05
tomatoes,2016,74.15
tomatoes,2017,71.72
tomatoes,2018,87.37
tomatoes,2019,75.25
tomatoes,2020,160.07
tomatoes,2021,147.87
tomatoes,2022,134.52
tomatoes,2023,175.59
tomatoes,2024,190.25
tomatoes,2025,258.75
